LDCS,LDCS_name,JACS,JACS specific title,CAH1 code,CAH1 name,CAH2 code,CAH2 name,CAH3 code,CAH3 name
AZ.41,shorthand: specific methods,N722,Shorthand & shorthand transcription,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-09,Others in business and management
AZ.411,Pitman shorthand,N722,Shorthand & shorthand transcription,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-09,Others in business and management
AZ.412,Speedwriting,N722,Shorthand & shorthand transcription,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-09,Others in business and management
AZ.413,Tee line shorthand,N722,Shorthand & shorthand transcription,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-09,Others in business and management
AZ.43,shorthand: languages other than English,N722,Shorthand & shorthand transcription,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-09,Others in business and management
AZ.5,typewriting / keyboarding,N720,Secretarial & typing skills,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-09,Others in business and management
AZ.51,audiotyping,N721,Audio typing,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-09,Others in business and management
AZ.52,copy typing,N720,Secretarial & typing skills,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-09,Others in business and management
AZ.53,shorthand typing,N720,Secretarial & typing skills,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-09,Others in business and management
AZ.55,keyboarding,N720,Secretarial & typing skills,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-09,Others in business and management
AZ.7,AZ.7,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
B,SALES MARKETING and RETAILING,N500,Marketing,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-03,Marketing
BA.,MARKETING / PR,N500,Marketing,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-03,Marketing
BA.1,marketing,N500,Marketing,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-03,Marketing
BA.12,marketing for non profit organisations,N500,Marketing,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-03,Marketing
BA.13,international marketing,N550,International marketing,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-03,Marketing
BA.14,marketing planning / evaluation,N500,Marketing,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-03,Marketing
BA.2,product management,N590,Marketing not elsewhere classified,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-03,Marketing
BA.21,product development / diversification (marketing),N500,Marketing,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-03,Marketing
BA.22,product research,N510,Market research,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-03,Marketing
BA.23,brand management,N590,Marketing not elsewhere classified,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-03,Marketing
BA.24,pricing,N510,Market research,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-03,Marketing
BA.3,customer service,N500,Marketing,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-03,Marketing
BA.31,customer complaints,N500,Marketing,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-03,Marketing
BA.4,BA.4,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
BA.5,market research,N510,Market research,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-03,Marketing
BA.51,consumer studies,N500,Marketing,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-03,Marketing
BA.6,sales promotion,N560,Promotion & advertising,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-03,Marketing
BA.61,merchandising,N560,Promotion & advertising,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-03,Marketing
BA.7,publicity / public relations,P210,Public relations,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-02,Publicity studies
BA.71,publicity,P210,Public relations,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-02,Publicity studies
BA.72,advertising,N561,Advertising,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-03,Marketing
BA.73,exhibitions (marketing),N500,Marketing,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-03,Marketing
BA.74,public relations,P210,Public relations,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-02,Publicity studies
BA.76,media relations,P210,Public relations,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-02,Publicity studies
BB.,EXPORT / IMPORT / EUROPEAN SALES,N590,Marketing not elsewhere classified,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-03,Marketing
BB.1,European Union sales,N590,Marketing not elsewhere classified,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-03,Marketing
BB.2,exporting,N710,Office administration,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-09,Others in business and management
BB.21,export procedures,N790,Office skills not elsewhere classified,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-09,Others in business and management
BB.22,export documentation,N790,Office skills not elsewhere classified,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-09,Others in business and management
BB.221,letters of credit,N710,Office administration,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-09,Others in business and management
BB.26,export sales,N790,Office skills not elsewhere classified,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-09,Others in business and management
BB.3,importing,N790,Office skills not elsewhere classified,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-09,Others in business and management
BB.31,customs procedures / documentation: importing,N710,Office administration,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-09,Others in business and management
BC.,RETAILING / WHOLESALING / DISTRIBUTIVE TRADES,N240,Retail management,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-04,Management studies
BC.1,distributive trades,N530,Distribution,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-03,Marketing
BC.3,retailing,N240,Retail management,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-04,Management studies
BC.32,retail buying,N240,Retail management,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-04,Management studies
BC.34,retail sales management,N240,Retail management,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-04,Management studies
BC.35,retail display design,N240,Retail management,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-04,Management studies
BC.7,wholesaling,N290,Management studies not elsewhere classified,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-04,Management studies
BC.8,consumer protection,M990,Law not elsewhere classified,CAH16,Law,CAH16-01,Law,CAH16-01-01,Law
BC.81,trading standards,M990,Law not elsewhere classified,CAH16,Law,CAH16-01,Law,CAH16-01-01,Law
BD.,BD.,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
BD.1,BD.1,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
BD.13,wine / spirits retailing,D600,Food & beverage studies,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-06,Food and beverage studies (non-specific)
BD.16,BD.16,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
BD.17,BD.17,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
BD.3,motor trade operations (sales),N520,Sales management,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-03,Marketing
BD.33,BD.33,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
BD.4,fashion retailing,N240,Retail management,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-04,Management studies
BE.,SALES WORK,N590,Marketing not elsewhere classified,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-03,Marketing
BE.2,sales management,N520,Sales management,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-03,Marketing
BE.21,field sales management,N520,Sales management,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-03,Marketing
